Student_ID,Name,Email,Target,Application mode,Application order,Course,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Unemployment rate,Inflation rate,GDP,Performance_Ratio_avg,GPA_avg_scaled,Health_Risk_Proxy,Stress_Level_Proxy,Study_Hours_Proxy,Sleep_Quality_Proxy,Mental_Depression,Mental_Anxiety,Social_Media_Hours,Transport_User,Avg_Attendance,Teacher_Consultancy,StudentWorker,Living_With_Family
14018,James Smith,james.smith@university.edu,Graduate,17,2,9773,130,2,1,2,7,126.2,0,1,0,0,20,12.4,0.5,1.79,1,2.98,2,3.84,41.46,1,1,1,2,1,99,0,0,1
14019,Olivia Smith,olivia.smith@college.org,Enrolled,1,3,9070,128,19,19,3,3,129.8,0,1,0,0,20,9.4,-0.8,-3.12,0.75,2.52,2,2.27,12.74,1,1,1,2,1,95,0,0,1
14020,Noah Brown,noah.brown@college.org,Enrolled,1,1,9085,145,38,37,3,9,138.4,0,0,0,0,18,8.9,1.4,3.51,1,2.73,2,2.5,35.55,1,1,1,2,1,96,0,0,1
14021,Isabella Jackson,isabella.jackson@studentmail.com,Graduate,1,1,9500,146,1,37,9,9,129.3,0,1,0,0,18,12.7,3.7,-1.7,0.88,2.84,2,3.51,30.65,3,1,1,2,1,90,0,0,1
14022,Noah Jackson,noah.jackson@studentmail.com,Graduate,1,1,9085,119,2,1,4,3,113.1,0,1,0,0,21,10.8,1.4,1.74,1,2.54,2,9.85,29.42,2,1,1,3,1,88,0,0,1
14023,James Thomas,james.thomas@studentmail.com,Graduate,17,1,9853,160,1,38,4,10,144.3,0,1,0,0,18,9.4,-0.8,-3.12,0.75,2.67,1,7.59,24.08,2,1,1,6,1,99,0,1,1
14024,Sophia Johnson,sophia.johnson@studentmail.com,Graduate,17,5,9500,144,19,1,5,3,141,0,1,0,1,19,12.7,3.7,-1.7,0.88,2.5,2,8.51,28.76,3,0,0,7,1,75,1,0,0
14025,Olivia Jackson,olivia.jackson@college.org,Graduate,7,1,9085,130,1,1,4,4,130,0,1,0,0,22,11.1,0.6,2.02,1,3.33,1,2.31,41.39,1,1,1,3,1,99,0,1,1
14026,Lucas Brown,lucas.brown@college.org,Graduate,17,3,9238,122,19,19,7,7,117.5,0,1,0,0,19,8.9,1.4,3.51,0.92,2.1,1,9.34,36.41,1,1,1,3,1,97,0,0,1
14027,Noah White,noah.white@college.org,Graduate,1,3,9500,153,37,37,9,9,131.8,0,1,0,0,18,7.6,2.6,0.32,0.86,2.94,2,9.57,27.8,3,1,1,6,1,50,0,0,1
14028,Emma Jackson,emma.jackson@college.org,Enrolled,1,1,9085,147,37,19,9,5,133.7,0,1,0,1,19,10.8,1.4,1.74,0.7,2.49,2,1.76,29.73,2,0,0,7,1,80,1,0,0
14029,Isabella Jackson,isabella.jackson@college.org,Enrolled,43,1,9500,121,38,19,5,5,115.4,0,1,0,1,24,12.7,3.7,-1.7,0.88,2.39,2,9.62,32.6,3,0,1,3,1,97,1,0,0
14030,Emma Taylor,emma.taylor@college.org,Enrolled,1,3,9085,134,38,19,9,5,129.1,0,1,0,0,19,7.6,2.6,0.32,0.7,2.55,2,8.8,31.43,3,1,1,1,1,99,0,0,1
14031,Ethan Brown,ethan.brown@university.edu,Graduate,1,1,8014,133,38,38,5,2,135.5,0,1,0,0,34,10.8,1.4,1.74,1,2.4,2,9.66,31.5,3,1,1,1,1,94,0,0,1
14032,Ava Jackson,ava.jackson@university.edu,Graduate,17,5,9085,118,38,38,9,9,112.4,0,1,0,0,19,15.5,2.8,-4.06,0.55,2.92,2,9.73,23.46,3,1,1,3,1,98,0,0,1
14033,Noah Smith,noah.smith@university.edu,Graduate,1,1,9500,137,37,37,7,9,130.8,0,1,0,1,18,7.6,2.6,0.32,0.86,2.53,2,7.55,16.85,2,0,1,2,1,5,1,1,0
14034,Emma Thomas,emma.thomas@university.edu,Graduate,1,5,9500,143,37,37,9,5,131.6,0,1,0,1,19,15.5,2.8,-4.06,1,2.88,2,4.26,35.29,3,0,0,2,1,98,1,0,0
14035,Olivia Johnson,olivia.johnson@university.edu,Graduate,39,1,9500,123,19,1,1,1,140.8,0,1,0,0,25,10.8,1.4,1.74,0.88,2.42,1,7.47,29.32,1,1,1,3,1,99,0,1,1
14036,James Smith,james.smith@studentmail.com,Enrolled,44,1,9085,140,3,38,2,9,140,0,1,0,0,21,12.4,0.5,1.79,0.67,2.44,2,6.55,34.71,1,1,1,3,1,100,0,1,1
14037,Liam Johnson,liam.johnson@college.org,Enrolled,1,1,9254,118,37,37,7,7,114.2,0,1,0,0,18,16.2,0.3,-0.92,0.83,2.38,2,4.25,29.5,2,1,1,3,1,90,0,1,1
14038,Noah White,noah.white@university.edu,Graduate,1,1,9238,142,34,38,4,7,127.3,0,1,0,1,18,9.4,-0.8,-3.12,0.83,2.25,3,8.25,16.79,3,0,0,1,1,90,1,0,0
14039,Noah Brown,noah.brown@university.edu,Graduate,1,1,8014,115,38,38,9,7,115,0,1,0,0,28,9.4,-0.8,-3.12,0.83,2.38,2,7.84,19.37,2,1,1,1,1,88,0,0,1
14040,Ava Brown,ava.brown@university.edu,Graduate,43,1,9500,131,1,38,5,5,118.8,0,1,0,1,18,12.7,3.7,-1.7,0.88,2.37,2,9.08,25.34,3,0,0,5,1,37,1,1,0
14041,Emma Martin,emma.martin@university.edu,Graduate,39,1,9254,130,37,37,9,9,125,0,1,0,0,41,8.9,1.4,3.51,0.92,2.53,3,7.21,41.49,3,1,1,8,1,96,0,0,1
14042,Noah Harris,noah.harris@university.edu,Dropout,17,2,9853,133.1,37,37,5,0,111.5,0,1,0,0,18,7.6,2.6,0.32,0.58,2.58,3,6.78,23.03,2,1,1,6,1,98,0,0,1
14043,Olivia Taylor,olivia.taylor@college.org,Graduate,17,1,9238,134,38,19,7,7,124.2,0,1,0,1,21,15.5,2.8,-4.06,0.67,2.26,2,1.35,12.4,3,0,1,5,1,98,1,0,0
14044,Olivia Harris,olivia.harris@studentmail.com,Dropout,7,1,9238,130,34,34,99,99,130,1,1,0,0,41,11.1,0.6,2.02,0,0,2,9.05,30.42,2,0,0,4,0,95,0,1,1
14045,Ethan Thomas,ethan.thomas@college.org,Dropout,7,1,9070,133.1,3,5,2,2,120,0,1,0,0,32,7.6,2.6,0.32,0.5,3.2,3,1.96,12.64,2,1,1,6,1,90,0,0,1
14046,Olivia Anderson,olivia.anderson@college.org,Graduate,43,1,8014,114,34,34,0,99,110,0,1,0,0,29,7.6,2.6,0.32,1,2.27,2,4.3,40.81,2,1,1,3,1,90,0,0,1
14047,Noah Taylor,noah.taylor@university.edu,Enrolled,39,1,9556,130,19,38,9,8,113.3,0,1,0,0,24,12.4,0.5,1.79,0.79,2.46,2,9.7,15.84,2,1,1,16,1,70,0,0,1
14048,James White,james.white@university.edu,Enrolled,43,1,9556,128,38,38,7,8,123.5,0,1,0,0,22,12.7,3.7,-1.7,0.93,2.26,2,8.89,39.64,3,1,1,6,1,100,0,1,1
14049,Ava Johnson,ava.johnson@college.org,Dropout,1,1,9238,133.1,19,1,1,3,101,0,1,0,0,21,15.5,2.8,-4.06,0,0,2,9.4,31.75,3,1,1,4,1,80,0,0,1
14050,Liam Martin,liam.martin@college.org,Dropout,39,1,9500,133.1,37,38,9,10,120.9,0,1,0,0,39,11.1,0.6,2.02,0.57,2.46,1,6.43,34.35,3,1,1,2,1,95,0,1,1
14051,Isabella Johnson,isabella.johnson@studentmail.com,Enrolled,39,1,9085,140,37,37,9,9,154.6,0,0,0,1,44,8.9,1.4,3.51,0.5,2.28,2,8.92,14.11,2,0,0,3,1,95,1,0,0
14052,Noah Martin,noah.martin@university.edu,Enrolled,1,1,9147,117,37,37,9,9,120.2,0,1,0,0,20,7.6,2.6,0.32,0.4,2.1,3,9.19,5,2,1,1,3,1,100,0,1,1
14053,Ethan Brown,ethan.brown@university.edu,Graduate,43,3,9500,139,38,37,9,8,146.5,0,1,0,0,21,7.6,2.6,0.32,0.86,2.68,2,2.73,41.55,1,0,1,1,1,100,0,0,1
14054,Emma Thomas,emma.thomas@college.org,Graduate,1,1,9773,159,34,26,0,6,160.1,0,1,0,0,18,7.6,2.6,0.32,1,3,2,9.22,25.92,2,1,1,3,1,98,0,1,1
14055,Emma Martin,emma.martin@studentmail.com,Graduate,39,1,9003,140,37,37,5,5,150,1,1,0,0,34,16.2,0.3,-0.92,0.83,2.63,1,6.92,27.43,1,1,1,1,1,98,0,0,1
14056,James White,james.white@studentmail.com,Graduate,1,3,9085,140,10,19,90,90,135.8,0,1,0,0,18,7.6,2.6,0.32,0.9,2.81,1,7.89,24.62,3,1,1,3,1,88,0,1,1
14057,Sophia White,sophia.white@studentmail.com,Dropout,1,1,9853,121,37,19,6,7,116.8,0,1,0,0,18,9.4,-0.8,-3.12,0.5,2.23,2,7.15,28.28,3,1,1,3,1,100,0,0,1
14058,Isabella Taylor,isabella.taylor@university.edu,Graduate,1,5,9085,124,3,19,2,3,113.9,0,1,0,0,19,16.2,0.3,-0.92,0.92,2.84,3,9.36,41.46,3,1,1,5,1,95,0,1,1
14059,Noah Johnson,noah.johnson@college.org,Enrolled,1,3,9500,131,37,37,9,9,118,0,1,0,1,18,12.7,3.7,-1.7,0.88,2.65,2,5.29,25.75,3,0,0,7,1,96,1,1,0
14060,Lucas Anderson,lucas.anderson@studentmail.com,Dropout,1,5,9130,160,3,1,2,9,150.2,0,1,0,0,19,12.7,3.7,-1.7,0.3,2.55,2,3.89,27.04,2,1,1,3,1,100,0,0,1
14061,Noah Harris,noah.harris@studentmail.com,Graduate,1,2,9500,120,3,37,4,7,115.1,0,1,0,1,19,12.4,0.5,1.79,0.87,2.51,2,7.27,25.23,3,0,0,3,1,90,1,0,0
14062,Sophia Harris,sophia.harris@university.edu,Graduate,1,1,9670,140,19,19,5,9,131.3,0,1,0,1,18,10.8,1.4,1.74,1,2.72,2,5.1,12.4,3,0,1,4,1,76,1,0,0
14063,Lucas Taylor,lucas.taylor@college.org,Graduate,44,1,9991,120,37,37,7,7,120,0,1,0,1,23,9.4,-0.8,-3.12,0.92,2.41,3,6.09,37.42,3,0,0,1,1,95,1,0,0
14064,Ethan Anderson,ethan.anderson@studentmail.com,Enrolled,17,2,9254,118,19,37,9,9,110.3,0,0,0,0,18,11.1,0.6,2.02,0.83,2.44,2,6.28,5.06,1,1,1,2,1,100,0,1,1
14065,James Thomas,james.thomas@university.edu,Dropout,43,1,9853,133.1,19,22,90,90,100,0,1,0,0,33,7.6,2.6,0.32,0.75,2.32,3,3.72,34.55,3,1,1,3,1,80,0,0,1
14066,Ava Jackson,ava.jackson@studentmail.com,Graduate,17,2,9238,111,19,38,9,9,110.7,0,1,0,0,19,8.9,1.4,3.51,1,2.32,2,6.43,51.02,1,1,1,3,1,95,0,0,1
14067,Noah Taylor,noah.taylor@studentmail.com,Dropout,43,3,171,140,37,38,7,7,143.4,0,1,0,0,21,9.4,-0.8,-3.12,0,0,3,5.92,24.44,2,1,1,5,1,100,0,1,1
14068,Liam Taylor,liam.taylor@college.org,Graduate,1,6,9500,125,19,19,9,9,115.9,0,1,0,0,18,12.4,0.5,1.79,1,2.68,2,8.73,30.6,1,1,1,3,1,90,0,0,1
14069,Ethan Anderson,ethan.anderson@college.org,Enrolled,18,1,9991,133.1,38,38,5,5,145,0,1,0,1,21,10.8,1.4,1.74,0.8,2.41,2,8.25,17.37,3,0,0,1,1,100,1,1,0
14070,Lucas Jackson,lucas.jackson@college.org,Graduate,17,2,9070,136,19,38,4,7,140.9,0,1,0,0,19,9.4,-0.8,-3.12,1,2.78,2,1.78,37.68,3,1,1,3,1,100,0,0,1
14071,Lucas White,lucas.white@university.edu,Graduate,1,2,9773,115,34,38,0,5,108.4,0,1,0,0,20,7.6,2.6,0.32,0.67,2.22,2,3.1,10.29,3,0,1,1,1,70,0,0,1
14072,Noah Taylor,noah.taylor@university.edu,Dropout,1,1,9773,116,37,37,0,5,114.3,0,1,0,0,20,7.6,2.6,0.32,0,0,1,2.31,15.55,3,1,1,8,1,98,0,0,1
14073,Sophia Jackson,sophia.jackson@college.org,Enrolled,18,5,9853,110,19,37,7,7,110,0,1,0,0,20,10.8,1.4,1.74,0.58,2.41,2,7.13,42.63,3,1,1,8,1,97,0,0,1
14074,Sophia Taylor,sophia.taylor@studentmail.com,Enrolled,1,1,9238,135,38,38,4,7,121.7,0,1,0,1,18,7.6,2.6,0.32,0.33,1.1,2,5.41,36.48,3,0,0,3,1,90,1,0,0
14075,Sophia Anderson,sophia.anderson@university.edu,Enrolled,43,2,9147,131,19,37,5,9,123.7,0,1,0,0,18,7.6,2.6,0.32,0.2,2.8,3,5.42,29.19,3,1,1,3,1,70,0,0,1
14076,Ava Anderson,ava.anderson@university.edu,Graduate,1,2,9500,124,37,37,7,7,116.5,0,1,0,1,20,11.1,0.6,2.02,1,2.91,2,6.12,28.5,3,0,0,2,1,99,1,0,0
14077,Emma Thomas,emma.thomas@college.org,Graduate,1,1,9238,163,37,37,5,6,155,0,1,0,1,21,9.4,-0.8,-3.12,1,2.65,2,8.18,44.65,3,0,0,4,1,98,1,0,0
14078,Olivia Martin,olivia.martin@studentmail.com,Graduate,43,1,9500,137,38,19,9,5,129.3,0,1,0,0,19,12.7,3.7,-1.7,0.88,2.41,2,8.34,17.34,3,1,1,3,1,90,0,1,1
14079,James Harris,james.harris@studentmail.com,Graduate,1,3,9254,128,19,1,7,9,121.7,0,1,0,1,18,12.4,0.5,1.79,1,2.52,2,5.13,12.4,3,0,0,2,1,95,1,0,0
14080,Emma Anderson,emma.anderson@university.edu,Enrolled,39,1,9085,133.1,37,37,9,9,148.2,1,1,0,0,27,12.4,0.5,1.79,0.92,2.41,2,5.47,20,1,1,1,1,1,100,0,0,1
14081,Emma Thomas,emma.thomas@college.org,Graduate,1,2,9500,133.1,19,38,7,9,125.5,0,1,0,1,21,15.5,2.8,-4.06,0.94,2.65,2,6.69,16.85,3,0,1,1,1,100,1,0,0
14082,Isabella Harris,isabella.harris@studentmail.com,Graduate,17,4,9500,148,3,19,4,7,131.9,0,1,0,1,18,15.5,2.8,-4.06,1,2.87,2,7.81,40.91,2,0,1,2,1,100,1,0,0
14083,Liam White,liam.white@university.edu,Enrolled,17,1,9853,127,38,37,5,7,121.8,1,1,0,0,18,10.8,1.4,1.74,0.58,2.42,2,4.15,18.91,3,0,1,1,1,50,0,1,1
14084,Liam White,liam.white@college.org,Dropout,43,1,9853,110,37,37,9,9,107.7,1,0,0,0,28,10.8,1.4,1.74,0,0,2,6.21,5,1,0,0,1,0,85,0,1,1
14085,Olivia Thomas,olivia.thomas@university.edu,Dropout,39,1,9556,133.1,44,40,2,2,115.5,0,1,0,0,36,11.1,0.6,2.02,0.57,2.36,2,3.13,38.06,2,1,1,5,1,100,0,0,1
14086,Liam Martin,liam.martin@studentmail.com,Graduate,1,1,9085,145,38,38,9,10,139.8,0,1,0,0,20,12.7,3.7,-1.7,1,2.88,2,6.22,45.05,2,1,1,4,1,95,0,0,1
14087,Liam Martin,liam.martin@university.edu,Graduate,1,1,9238,136,38,38,0,7,133.2,0,1,0,0,19,7.6,2.6,0.32,0.83,2.24,1,7.53,45.32,2,1,1,1,1,100,0,0,1
14088,Sophia Smith,sophia.smith@university.edu,Enrolled,1,1,9991,131,19,37,9,9,118.4,0,1,0,0,20,7.6,2.6,0.32,0,0,2,6.67,17.71,2,1,1,1,1,90,0,1,1
14089,Lucas Johnson,lucas.johnson@college.org,Enrolled,17,2,9085,138,37,37,9,7,123.3,0,1,0,0,19,9.4,-0.8,-3.12,0.7,2.58,2,3.61,28.19,3,1,1,2,1,100,0,0,1
14090,Liam Taylor,liam.taylor@college.org,Graduate,39,1,8014,150,37,38,3,7,134.5,0,1,0,0,28,16.2,0.3,-0.92,0.92,2.48,2,7.59,19.83,3,1,1,2,1,99,0,1,1
14091,Sophia Taylor,sophia.taylor@college.org,Graduate,1,1,9670,112,37,1,7,0,110.6,0,1,0,0,20,7.6,2.6,0.32,0.9,2.36,1,6.18,35.75,3,1,1,3,1,60,0,0,1
14092,Isabella Smith,isabella.smith@studentmail.com,Graduate,42,1,9254,154,38,37,1,1,154,0,1,0,0,28,9.4,-0.8,-3.12,0.76,2.43,3,7.67,16.54,1,1,1,3,1,88,0,0,1
14093,Lucas Jackson,lucas.jackson@university.edu,Dropout,43,1,9991,160,37,37,9,9,160,0,1,0,0,24,9.4,-0.8,-3.12,0.45,2.35,2,6.16,51.02,3,1,1,1,1,80,0,1,1
14094,Olivia White,olivia.white@studentmail.com,Enrolled,44,1,9085,140,1,39,3,9,140,0,1,0,0,20,13.9,-0.3,0.79,0.83,2.42,1,8.39,25.42,3,1,1,2,1,70,0,0,1
14095,Sophia Martin,sophia.martin@university.edu,Enrolled,17,2,9853,150,37,37,5,6,132.5,0,1,0,0,22,10.8,1.4,1.74,0.75,2.39,1,1.97,27.43,3,1,1,1,1,95,0,0,1
14096,James Brown,james.brown@studentmail.com,Graduate,17,2,9254,141,1,4,4,4,127.7,0,1,0,1,18,16.2,0.3,-0.92,0.83,2.48,2,1.45,32.14,3,0,1,1,1,77,1,0,0
14097,Ethan Anderson,ethan.anderson@studentmail.com,Dropout,1,5,9147,122,38,38,9,9,117.5,1,0,0,0,22,12.7,3.7,-1.7,0.2,1.15,3,7.68,47.78,1,0,0,7,0,46,0,1,1
14098,Isabella Smith,isabella.smith@studentmail.com,Graduate,1,5,9254,120,37,37,9,7,127,0,1,0,1,18,9.4,-0.8,-3.12,0.83,2.39,2,8.18,29.97,3,0,0,1,1,100,1,0,0
14099,Noah Jackson,noah.jackson@college.org,Graduate,1,1,9500,139,19,37,5,5,125.5,0,1,0,1,21,12.7,3.7,-1.7,0.88,2.7,2,8.3,21.2,2,1,0,5,1,95,1,0,0
14100,Sophia Jackson,sophia.jackson@studentmail.com,Graduate,17,6,9773,138,1,1,4,2,140.5,0,1,0,0,19,7.6,2.6,0.32,1,2.67,2,4.94,53.23,3,1,1,2,1,100,0,0,1
14101,James Thomas,james.thomas@university.edu,Enrolled,5,1,9853,119,1,38,5,8,118.3,0,1,0,0,22,9.4,-0.8,-3.12,0.58,2.52,2,3.91,21.2,2,1,1,3,1,100,0,0,1
14102,Ethan Brown,ethan.brown@studentmail.com,Graduate,1,1,9500,129,38,38,5,5,120.8,0,1,0,1,20,10.8,1.4,1.74,0.88,2.55,2,8.51,38.11,3,0,1,4,1,80,1,0,0
14103,Olivia Harris,olivia.harris@university.edu,Graduate,1,1,9147,133.1,37,37,191,154,95,0,1,0,0,20,11.1,0.6,2.02,0.9,2.36,1,9.02,35.25,3,1,1,1,1,100,0,0,1
14104,Emma White,emma.white@studentmail.com,Graduate,17,1,8014,125,37,37,5,6,122.2,1,1,0,0,19,10.8,1.4,1.74,1,2.38,2,6.41,18.91,2,1,1,1,1,98,0,0,1
14105,Isabella Taylor,isabella.taylor@college.org,Graduate,1,2,9070,137,19,38,9,9,127.2,0,1,0,1,20,13.9,-0.3,0.79,0.92,2.58,2,4.55,35.19,3,0,1,6,1,98,1,0,0
14106,Lucas Johnson,lucas.johnson@studentmail.com,Dropout,1,1,9238,123,34,38,0,7,120.2,0,1,0,0,20,7.6,2.6,0.32,0.75,2.33,1,8.69,39.76,2,1,1,2,1,100,0,1,1
14107,James Jackson,james.jackson@university.edu,Graduate,1,3,9500,154,1,37,4,9,134.8,0,1,0,0,19,7.6,2.6,0.32,0.86,2.71,2,5.95,29.13,1,1,1,4,1,100,0,0,1
14108,Ava Taylor,ava.taylor@college.org,Graduate,1,1,9254,144,19,19,9,9,142.6,0,1,0,1,18,15.5,2.8,-4.06,0.83,2.82,2,6.9,5,3,0,0,3,1,100,1,1,0
14109,Ethan Jackson,ethan.jackson@college.org,Graduate,1,1,9500,153,38,37,7,8,147.9,0,1,0,1,18,12.4,0.5,1.79,1,2.94,2,2.85,40.87,3,0,0,2,1,85,1,0,0
14110,Emma Harris,emma.harris@college.org,Dropout,1,1,171,152,1,38,4,9,160.4,0,0,0,0,19,7.6,2.6,0.32,0,0,2,6.63,33.43,2,1,0,2,0,92,0,1,1
14111,Emma White,emma.white@university.edu,Graduate,1,1,9147,150,37,37,9,9,134.6,0,1,1,0,20,9.4,-0.8,-3.12,1,2.66,1,2.11,33.25,2,0,0,3,0,98,1,1,0
14112,Ava Anderson,ava.anderson@studentmail.com,Graduate,1,1,9254,129,19,1,3,7,121,0,1,0,1,22,16.2,0.3,-0.92,0.83,2.61,2,4.21,33.9,3,0,0,3,1,100,1,0,0
14113,Ethan Taylor,ethan.taylor@university.edu,Graduate,1,1,9238,150,19,37,5,4,142.7,0,1,0,1,18,9.4,-0.8,-3.12,1,2.98,3,7.74,12.94,3,0,0,2,1,100,1,0,0
14114,Liam Johnson,liam.johnson@studentmail.com,Graduate,17,2,9773,125,1,1,4,8,115.6,0,1,0,0,19,12.4,0.5,1.79,1,2.8,2,3.91,39.1,2,1,1,4,1,100,0,0,1
14115,Sophia Harris,sophia.harris@university.edu,Graduate,1,1,9238,133.1,19,37,9,9,130,0,0,0,1,20,10.8,1.4,1.74,0.83,2.48,2,4.27,43.04,2,0,1,5,1,91,1,0,0
14116,Lucas Anderson,lucas.anderson@college.org,Graduate,1,2,9500,140,38,37,5,6,124.3,0,1,0,1,19,13.9,-0.3,0.79,1,2.9,2,4.55,24.98,3,0,1,1,1,95,1,1,0
14117,Liam White,liam.white@studentmail.com,Dropout,1,1,171,140,19,37,5,6,137.9,1,0,0,0,18,8.9,1.4,3.51,0,0,2,9.68,30.7,1,1,0,2,0,100,0,1,1
14118,Emma Taylor,emma.taylor@studentmail.com,Dropout,1,6,9773,133.1,1,37,3,3,100,1,0,0,0,20,12.4,0.5,1.79,0,0,3,2.45,42.79,1,0,0,2,0,34,0,1,1
14119,James Brown,james.brown@college.org,Graduate,1,2,9773,132,1,2,9,3,128.2,0,1,0,1,19,9.4,-0.8,-3.12,1,2.58,2,3.13,38.99,2,0,0,1,1,100,1,0,0
14120,Olivia Martin,olivia.martin@university.edu,Enrolled,17,3,9773,135,1,19,5,7,135,0,1,0,0,18,12.4,0.5,1.79,1,2.68,2,6.23,29.49,2,1,1,6,1,80,0,0,1
14121,Liam Brown,liam.brown@college.org,Graduate,16,4,9238,135,37,37,9,9,121,0,1,0,0,18,10.8,1.4,1.74,0.92,2.48,2,4.81,37.79,3,1,1,4,1,98,0,0,1
14122,Noah Brown,noah.brown@college.org,Dropout,1,1,9670,133.1,34,38,0,4,147,0,1,0,0,22,9.4,-0.8,-3.12,0.2,1.25,1,1.36,41.48,3,1,1,2,1,70,0,0,1
14123,Liam Taylor,liam.taylor@studentmail.com,Graduate,1,1,9238,168,37,37,9,9,149.5,0,1,0,0,18,12.4,0.5,1.79,1,3.3,2,4.18,18.91,2,1,1,4,1,100,0,1,1
14124,Olivia Taylor,olivia.taylor@university.edu,Graduate,1,1,9238,143,19,1,9,9,144.4,0,1,0,0,20,10.8,1.4,1.74,1,2.65,1,3.95,32.99,1,1,1,4,1,100,0,1,1
14125,Olivia Jackson,olivia.jackson@studentmail.com,Graduate,17,2,9254,116,19,38,5,5,116,0,1,0,0,19,8.9,1.4,3.51,1,2.45,2,3.16,47.3,2,0,1,1,1,90,0,0,1
14126,Sophia Anderson,sophia.anderson@university.edu,Graduate,43,1,9500,134,38,19,5,8,120.7,0,1,0,1,19,16.2,0.3,-0.92,0.93,2.69,2,1.35,37.21,2,0,1,8,1,100,1,0,0
14127,Isabella Harris,isabella.harris@university.edu,Graduate,44,1,9238,140,38,19,5,0,141.8,0,1,0,0,21,12.4,0.5,1.79,1,2.61,2,8.81,41.74,1,1,1,4,1,100,0,1,1
14128,Olivia Anderson,olivia.anderson@college.org,Dropout,17,2,8014,133,19,1,5,5,119.7,0,1,0,1,19,9.4,-0.8,-3.12,0.83,2.3,2,9.04,44.21,3,0,0,1,1,99,1,0,0
14129,Liam Jackson,liam.jackson@college.org,Graduate,1,6,9238,125,38,1,7,4,118.4,0,1,0,1,19,11.1,0.6,2.02,1,2.68,2,3.47,17.37,2,0,0,15,1,85,1,0,0
14130,Ethan Jackson,ethan.jackson@university.edu,Enrolled,39,1,8014,133.1,37,37,5,4,134.5,0,1,0,0,45,15.5,2.8,-4.06,0.83,2.66,2,4.08,21.04,3,1,1,4,1,100,0,0,1
14131,Emma Thomas,emma.thomas@university.edu,Dropout,39,1,9085,133.1,36,36,99,5,128.2,0,0,0,1,28,9.4,-0.8,-3.12,0.1,1.2,3,7.09,34.59,2,0,0,1,0,100,0,1,1
14132,Ava Harris,ava.harris@college.org,Graduate,43,1,9500,137,3,3,2,2,115,0,1,0,0,28,13.9,-0.3,0.79,1,2.97,2,6.92,39.76,3,1,1,2,1,60,0,0,1
14133,Olivia Thomas,olivia.thomas@studentmail.com,Enrolled,39,1,9991,140,38,19,9,5,130,1,1,0,0,25,12.7,3.7,-1.7,0.8,2.33,2,3.74,19.95,3,1,1,3,1,80,0,0,1
14134,Lucas Taylor,lucas.taylor@college.org,Dropout,43,1,9670,134,1,38,4,4,120.7,1,0,0,0,19,15.5,2.8,-4.06,0.58,2.29,3,3.46,36.6,1,0,0,9,1,70,0,1,1
14135,Liam Jackson,liam.jackson@university.edu,Graduate,1,5,9500,139,38,38,9,5,130.5,0,1,0,0,19,10.8,1.4,1.74,0.88,3,2,5.4,32.81,3,1,1,2,1,90,0,0,1
14136,Lucas White,lucas.white@college.org,Enrolled,1,2,9147,113,38,38,9,5,107.4,0,1,1,0,20,12.4,0.5,1.79,0.7,2.17,1,1.94,25.98,2,1,1,1,0,100,1,0,0
14137,Lucas Taylor,lucas.taylor@college.org,Enrolled,1,3,9238,133.1,1,1,9,9,100,0,1,1,0,22,8.9,1.4,3.51,0.58,2.22,1,4.35,12.26,3,1,0,2,0,90,1,1,0
14138,Emma White,emma.white@college.org,Graduate,43,1,9773,132,38,19,9,9,125,0,1,1,1,20,12.4,0.5,1.79,1,2.63,2,6.36,28.9,3,0,0,2,1,80,1,0,0
14139,James Thomas,james.thomas@university.edu,Enrolled,1,4,9500,127,19,37,7,7,121.5,0,1,1,0,20,7.6,2.6,0.32,0.86,2.6,1,2.77,20.29,1,0,1,3,0,70,1,1,0
14140,Liam Brown,liam.brown@studentmail.com,Dropout,1,1,9085,123,38,19,4,90,127.2,1,0,1,0,20,7.6,2.6,0.32,0.5,2.28,3,6.21,55.33,1,0,0,6,0,80,0,1,1
14141,James Smith,james.smith@college.org,Graduate,39,1,9085,130,3,2,3,2,160,0,1,0,0,27,13.9,-0.3,0.79,1,3.08,2,8.96,5,3,1,1,3,1,90,0,0,1
14142,Emma Martin,emma.martin@university.edu,Graduate,51,1,9085,125,1,1,9,4,120,0,1,0,0,22,11.1,0.6,2.02,0.92,2.87,2,2.84,29.36,3,1,1,3,1,90,0,0,1
14143,Ethan Smith,ethan.smith@university.edu,Dropout,1,3,9500,140,37,37,9,9,141.5,1,0,0,0,19,10.8,1.4,1.74,0.88,2.67,2,6.63,19.75,1,0,0,10,0,46,0,0,1
14144,Lucas Harris,lucas.harris@college.org,Dropout,17,1,9238,111,19,38,3,3,111.4,0,0,0,0,19,12.7,3.7,-1.7,0.5,2.25,2,9.39,18.85,2,0,0,6,0,80,0,0,1
14145,Isabella Thomas,isabella.thomas@university.edu,Enrolled,1,1,9070,132,4,39,2,2,136.6,0,1,0,0,18,13.9,-0.3,0.79,1,2.21,2,5.12,18.56,2,1,1,2,1,97,0,0,1
14146,Sophia Thomas,sophia.thomas@university.edu,Dropout,1,1,171,150,3,3,2,5,154.6,0,1,0,0,19,8.9,1.4,3.51,0.95,2.51,2,6.67,12.82,1,1,1,3,1,98,0,0,1
